Fecha,Producto,Categoría,Precio,UnidadesVendidas,Descuento,Mes,Día_Semana
11/06/2023,Leche Pil Light 1L,Lácteos,9.37,76,0,6,7
15/06/2023,Leche Pil UHT 1L,Lácteos,7.72,97,0,6,4
06/06/2023,Leche Pil Entera 1L,Lácteos,8.27,105,0,6,2
30/06/2023,Yogurt Pil Fresa 1L,Derivado,9.89,64,0,6,5
23/06/2023,Yogurt Pil Fresa 1L,Derivado,9.87,43,5,6,5
08/06/2023,Yogurt Pil Fresa 1L,Derivado,9.93,74,10,6,4
04/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.47,40,0,6,7
09/06/2023,Leche Pil Light 1L,Lácteos,8.95,86,0,6,5
18/06/2023,Yogurt Pil Fresa 1L,Derivado,10.2,46,0,6,7
18/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.32,72,0,6,7
19/06/2023,Crema Pil 200ml,Derivado,8.19,19,0,6,1
15/06/2023,Leche Pil Light 1L,Lácteos,8.79,87,0,6,4
21/06/2023,Leche Pil Entera 1L,Lácteos,8.18,140,15,6,3
11/06/2023,Yogurt Pil Natural 1L,Derivado,9.69,63,5,6,7
12/06/2023,Leche Pil En Polvo 500g,Lácteos,24.68,21,5,6,1
28/06/2023,Yogurt Pil Fresa 1L,Derivado,10.1,43,0,6,3
12/06/2023,Leche Condensada Pil 400g,Derivado,11.49,27,0,6,1
19/06/2023,Queso Pil Fresco 300g,Derivado,13.68,33,20,6,1
14/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.61,84,0,6,3
17/06/2023,Leche Pil UHT 1L,Lácteos,7.51,119,5,6,6
09/06/2023,Yogurt Pil Fresa 1L,Derivado,9.96,63,15,6,5
04/06/2023,Leche Pil Entera 1L,Lácteos,8.38,95,0,6,7
07/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.62,93,0,6,3
18/06/2023,Queso Pil Fresco 300g,Derivado,14.83,39,10,6,7
19/06/2023,Yogurt Pil Natural 1L,Derivado,10.57,39,5,6,1
23/06/2023,Leche Pil Entera 1L,Lácteos,8.45,132,0,6,5
05/06/2023,Leche Pil UHT 1L,Lácteos,7.9,106,10,6,1
28/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.43,78,0,6,3
17/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.36,99,0,6,6
18/06/2023,Leche Pil 500ml (mini),Lácteos,5.12,68,0,6,7
18/06/2023,Leche Pil UHT 1L,Lácteos,7.54,79,0,6,7
15/06/2023,Crema Pil 200ml,Derivado,8.05,27,5,6,4
11/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.41,72,5,6,7
13/06/2023,Yogurt Pil Natural 1L,Derivado,10.39,42,0,6,2
29/06/2023,Leche Pil Light 1L,Lácteos,9.22,83,0,6,4
19/06/2023,Mantequilla Pil 200g,Derivado,11.72,28,0,6,1
23/06/2023,Leche Pil UHT 1L,Lácteos,7.35,140,10,6,5
20/06/2023,Leche Pil Entera 1L,Lácteos,8.78,117,0,6,2
20/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.41,50,10,6,2
01/06/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,12.13,45,0,6,4
29/06/2023,Yogurt Pil Natural 1L,Derivado,9.95,53,5,6,4
18/06/2023,Leche Pil UHT 1L,Lácteos,7.47,76,5,6,7
24/06/2023,Leche Pil 500ml (mini),Lácteos,4.74,71,0,6,6
25/06/2023,Leche Pil Entera 1L,Lácteos,8.58,93,0,6,7
30/06/2023,Mantequilla Pil 200g,Derivado,12.16,32,0,6,5
11/06/2023,Queso Pil Fresco 300g,Derivado,14.03,43,10,6,7
25/06/2023,Leche Pil Entera 1L,Lácteos,8.6,109,20,6,7
26/06/2023,Crema Pil 200ml,Derivado,8.06,25,0,6,1
23/06/2023,Yogurt Pil Fresa 1L,Derivado,9.45,47,0,6,5
13/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.35,78,15,6,2
20/06/2023,Leche Pil Entera 1L,Lácteos,8.76,124,10,6,2
27/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.76,59,0,6,2
29/06/2023,Queso Pil Fresco 300g,Derivado,13.26,38,0,6,4
29/06/2023,Leche Pil UHT 1L,Lácteos,7.26,107,0,6,4
05/06/2023,Yogurt Pil Fresa 1L,Derivado,10.25,48,0,6,1
02/06/2023,Leche Pil 500ml (mini),Lácteos,5.13,84,15,6,5
05/06/2023,Leche Pil Entera 1L,Lácteos,8.44,110,10,6,1
18/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.31,69,0,6,7
21/06/2023,Queso Pil Fresco 300g,Derivado,14.0,46,0,6,3
25/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.65,55,5,6,7
07/06/2023,Yogurt Pil Fresa 1L,Derivado,9.61,63,0,6,3
11/06/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.66,43,0,6,7
05/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.73,62,0,6,1
25/06/2023,Mantequilla Pil 200g,Derivado,11.11,33,5,6,7
17/06/2023,Leche Pil UHT 1L,Lácteos,7.63,123,0,6,6
15/06/2023,Leche Pil UHT 1L,Lácteos,7.28,135,10,6,4
13/06/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.73,41,10,6,2
27/06/2023,Yogurt Pil Fresa 1L,Derivado,10.11,54,15,6,2
22/06/2023,Leche Pil Entera 1L,Lácteos,8.8,121,0,6,4
16/06/2023,Leche Pil Light 1L,Lácteos,9.09,88,0,6,5
25/06/2023,Leche Pil Light 1L,Lácteos,9.08,77,0,6,7
11/06/2023,Crema Pil 200ml,Derivado,8.21,17,0,6,7
13/06/2023,Leche Pil UHT 1L,Lácteos,7.19,107,0,6,2
14/06/2023,Leche Pil UHT 1L,Lácteos,7.97,81,5,6,3
16/06/2023,Yogurt Pil Fresa 1L,Derivado,9.47,53,0,6,5
07/06/2023,Leche Pil En Polvo 500g,Lácteos,25.06,24,0,6,3
21/06/2023,Leche Pil 500ml (mini),Lácteos,5.02,60,5,6,3
04/06/2023,Crema Pil 200ml,Derivado,8.5,17,5,6,7
12/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.42,61,0,6,1
21/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.62,82,0,6,3
26/06/2023,Leche Pil UHT 1L,Lácteos,7.85,89,5,6,1
18/06/2023,Queso Pil Fresco 300g,Derivado,13.1,60,10,6,7
24/06/2023,Queso Pil Fresco 300g,Derivado,14.09,47,0,6,6
09/06/2023,Leche Pil Light 1L,Lácteos,9.07,94,0,6,5
04/06/2023,Leche Pil UHT 1L,Lácteos,7.46,94,0,6,7
15/06/2023,Queso Pil Fresco 300g,Derivado,14.54,33,0,6,4
04/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.64,63,0,6,7
28/06/2023,Leche Pil Entera 1L,Lácteos,8.64,99,0,6,3
09/06/2023,Leche Pil En Polvo 500g,Lácteos,25.66,13,0,6,5
26/06/2023,Leche Pil Light 1L,Lácteos,8.94,113,20,6,1
15/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.41,79,5,6,4
20/06/2023,Leche Pil Light 1L,Lácteos,8.66,94,0,6,2
26/06/2023,Mantequilla Pil 200g,Derivado,11.19,45,0,6,1
13/06/2023,Leche Pil 500ml (mini),Lácteos,5.05,60,0,6,2
18/06/2023,Leche Pil 500ml (mini),Lácteos,5.27,43,0,6,7
11/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.57,75,0,6,7
03/06/2023,Leche Pil 500ml (mini),Lácteos,5.02,91,0,6,6
20/06/2023,Leche Pil Light 1L,Lácteos,9.14,98,0,6,2
29/06/2023,Leche Condensada Pil 400g,Derivado,11.27,26,0,6,4
24/06/2023,Leche Pil Entera 1L,Lácteos,8.58,146,15,6,6
23/06/2023,Mantequilla Pil 200g,Derivado,11.82,33,15,6,5
20/06/2023,Crema Pil 200ml,Derivado,8.11,25,10,6,2
01/06/2023,Mantequilla Pil 200g,Derivado,11.87,28,10,6,4
15/06/2023,Leche Pil Entera 1L,Lácteos,8.51,114,5,6,4
13/06/2023,Leche Pil Light 1L,Lácteos,8.9,105,5,6,2
23/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.59,84,0,6,5
12/06/2023,Leche Condensada Pil 400g,Derivado,10.94,19,0,6,1
04/06/2023,Leche Pil Light 1L,Lácteos,8.98,77,0,6,7
12/06/2023,Crema Pil 200ml,Derivado,8.12,21,0,6,1
29/06/2023,Leche Pil Entera 1L,Lácteos,8.58,110,0,6,4
05/06/2023,Leche Pil UHT 1L,Lácteos,7.32,81,0,6,1
01/06/2023,Leche Pil UHT 1L,Lácteos,7.63,81,0,6,4
28/06/2023,Yogurt Pil Fresa 1L,Derivado,10.1,46,0,6,3
25/06/2023,Leche Pil UHT 1L,Lácteos,7.51,85,0,6,7
07/06/2023,Leche Pil Light 1L,Lácteos,9.13,87,0,6,3
11/06/2023,Yogurt Pil Natural 1L,Derivado,9.61,48,0,6,7
02/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.31,73,0,6,5
17/06/2023,Leche Pil UHT 1L,Lácteos,7.63,138,10,6,6
08/06/2023,Leche Condensada Pil 400g,Derivado,10.67,28,10,6,4
25/06/2023,Leche Pil UHT 1L,Lácteos,7.54,81,0,6,7
13/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.57,103,15,6,2
17/06/2023,Leche Pil Light 1L,Lácteos,9.06,104,0,6,6
14/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.63,66,0,6,3
01/06/2023,Leche Pil Light 1L,Lácteos,9.6,78,0,6,4
14/06/2023,Leche Pil UHT 1L,Lácteos,7.18,99,0,6,3
16/06/2023,Yogurt Pil Natural 1L,Derivado,9.97,54,0,6,5
29/06/2023,Queso Pil Fresco 300g,Derivado,13.71,41,10,6,4
17/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.19,102,10,6,6
09/06/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.75,59,20,6,5
10/06/2023,Leche Condensada Pil 400g,Derivado,11.51,28,0,6,6
19/06/2023,Yogurt Pil Natural 1L,Derivado,10.11,43,0,6,1
25/06/2023,Leche Pil Entera 1L,Lácteos,8.82,125,15,6,7
14/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.57,67,0,6,3
09/06/2023,Queso Pil Fresco 300g,Derivado,14.76,50,0,6,5
03/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.6,85,0,6,6
04/06/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.39,44,5,6,7
26/06/2023,Leche Pil Entera 1L,Lácteos,8.32,128,5,6,1
08/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.35,102,5,6,4
12/06/2023,Leche Pil Entera 1L,Lácteos,8.42,103,0,6,1
22/06/2023,Yogurt Pil Fresa 1L,Derivado,9.96,56,20,6,4
29/06/2023,Queso Pil Fresco 300g,Derivado,14.34,27,0,6,4
25/06/2023,Leche Pil Entera 1L,Lácteos,8.21,116,0,6,7
17/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.74,90,15,6,6
21/06/2023,Leche Pil Light 1L,Lácteos,8.78,94,0,6,3
21/06/2023,Leche Pil Entera 1L,Lácteos,8.4,128,10,6,3
26/06/2023,Queso Pil Fresco 300g,Derivado,13.64,42,0,6,1
19/06/2023,Yogurt Pil Natural 1L,Derivado,9.72,50,5,6,1
06/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.51,83,10,6,2
29/06/2023,Leche Pil UHT 1L,Lácteos,7.36,109,0,6,4
22/06/2023,Leche Pil UHT 1L,Lácteos,7.61,80,0,6,4
16/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.3,82,10,6,5
22/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.43,61,0,6,4
01/06/2023,Yogurt Pil Natural 1L,Derivado,9.54,64,0,6,4
01/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.52,74,5,6,4
21/06/2023,Yogurt Pil Natural 1L,Derivado,9.54,54,10,6,3
13/06/2023,Queso Pil Fresco 300g,Derivado,14.64,39,0,6,2
20/06/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.67,42,0,6,2
18/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.74,56,0,6,7
26/06/2023,Leche Condensada Pil 400g,Derivado,11.68,16,0,6,1
05/06/2023,Leche Pil Light 1L,Lácteos,8.55,86,5,6,1
03/06/2023,Leche Pil UHT 1L,Lácteos,7.53,117,0,6,6
20/06/2023,Yogurt Pil Fresa 1L,Derivado,9.96,60,20,6,2
05/06/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.43,41,10,6,1
20/06/2023,Leche Pil Entera 1L,Lácteos,8.09,143,0,6,2
02/06/2023,Leche Pil 500ml (mini),Lácteos,4.95,85,0,6,5
05/06/2023,Mantequilla Pil 200g,Derivado,11.95,32,0,6,1
10/06/2023,Yogurt Pil Fresa 1L,Derivado,10.0,59,10,6,6
11/06/2023,Leche Pil UHT 1L,Lácteos,7.7,85,0,6,7
01/06/2023,Leche Pil UHT 1L,Lácteos,7.19,112,0,6,4
15/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.73,66,0,6,4
13/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.57,71,0,6,2
06/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.38,86,20,6,2
10/06/2023,Yogurt Pil Fresa 1L,Derivado,10.22,57,0,6,6
18/06/2023,Leche Pil En Polvo 500g,Lácteos,25.11,18,0,6,7
13/06/2023,Leche Pil En Polvo 500g,Lácteos,24.97,20,0,6,2
09/06/2023,Leche Pil Light 1L,Lácteos,8.95,101,0,6,5
09/06/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,10.98,37,0,6,5
19/06/2023,Leche Pil Light 1L,Lácteos,8.95,93,5,6,1
25/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.38,57,0,6,7
22/06/2023,Leche Pil Light 1L,Lácteos,9.24,104,0,6,4
19/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.13,54,0,6,1
18/06/2023,Mantequilla Pil 200g,Derivado,11.44,35,0,6,7
04/06/2023,Leche Pil Entera 1L,Lácteos,9.18,117,10,6,7
28/06/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,10.63,45,0,6,3
12/06/2023,Mantequilla Pil 200g,Derivado,11.77,27,10,6,1
19/06/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.22,42,5,6,1
22/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.33,92,0,6,4
30/06/2023,Leche Pil Light 1L,Lácteos,9.24,97,0,6,5
11/06/2023,Leche Pil Entera 1L,Lácteos,8.74,96,5,6,7
04/06/2023,Mantequilla Pil 200g,Derivado,12.05,30,0,6,7
21/06/2023,Leche Pil Entera 1L,Lácteos,8.95,125,0,6,3
28/06/2023,Leche Pil UHT 1L,Lácteos,7.19,86,0,6,3
15/06/2023,Leche Pil Entera 1L,Lácteos,8.6,123,0,6,4
16/06/2023,Yogurt Pil Natural 1L,Derivado,10.35,66,0,6,5
09/06/2023,Leche Pil UHT 1L,Lácteos,7.46,106,0,6,5
08/06/2023,Yogurt Pil Natural 1L,Derivado,10.02,47,0,6,4
10/06/2023,Leche Pil Light 1L,Lácteos,9.24,112,5,6,6
02/06/2023,Leche Pil Entera 1L,Lácteos,8.6,111,0,6,5
05/06/2023,Leche Condensada Pil 400g,Derivado,11.14,37,15,6,1
03/06/2023,Leche Pil UHT 1L,Lácteos,7.55,93,0,6,6
20/06/2023,Leche Pil Entera 1L,Lácteos,7.92,133,0,6,2
16/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.05,91,5,6,5
26/06/2023,Leche Pil UHT 1L,Lácteos,7.83,87,0,6,1
02/06/2023,Leche Pil Entera 1L,Lácteos,8.73,109,0,6,5
29/06/2023,Yogurt Pil Natural 1L,Derivado,10.14,65,0,6,4
06/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.62,68,0,6,2
01/06/2023,Leche Pil UHT 1L,Lácteos,7.48,120,0,6,4
14/06/2023,Leche Pil Deslactosada 1L,Lácteos,10.08,72,0,6,3
30/06/2023,Crema Pil 200ml,Derivado,8.09,13,0,6,5
08/06/2023,Yogurt Pil Natural 1L,Derivado,9.63,71,15,6,4
29/06/2023,Yogurt Pil Natural 1L,Derivado,9.96,56,5,6,4
09/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.4,70,0,6,5
17/06/2023,Crema Pil 200ml,Derivado,7.89,28,0,6,6
07/06/2023,Yogurt Pil Fresa 1L,Derivado,9.69,40,0,6,3
06/06/2023,Leche Pil UHT 1L,Lácteos,7.51,102,0,6,2
08/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.62,52,0,6,4
10/06/2023,Yogurt Pil Natural 1L,Derivado,10.19,60,5,6,6
28/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.39,74,5,6,3
30/06/2023,Leche Pil UHT 1L,Lácteos,7.2,118,0,6,5
17/06/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.19,67,10,6,6
14/06/2023,Leche Pil UHT 1L,Lácteos,7.56,94,0,6,3
07/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.57,82,0,6,3
09/06/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,12.37,39,0,6,5
30/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.25,80,0,6,5
03/06/2023,Leche Pil 500ml (mini),Lácteos,5.0,71,0,6,6
12/06/2023,Leche Pil Light 1L,Lácteos,9.59,69,0,6,1
25/06/2023,Mantequilla Pil 200g,Derivado,11.54,24,0,6,7
30/06/2023,Leche Pil Entera 1L,Lácteos,8.41,132,15,6,5
29/06/2023,Leche Pil 500ml (mini),Lácteos,4.96,54,0,6,4
06/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.5,61,0,6,2
04/06/2023,Leche Pil Light 1L,Lácteos,9.22,85,0,6,7
07/06/2023,Leche Pil 500ml (mini),Lácteos,4.97,61,0,6,3
18/06/2023,Yogurt Pil Natural 1L,Derivado,9.86,51,0,6,7
24/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.45,83,0,6,6
14/06/2023,Yogurt Pil Natural 1L,Derivado,9.93,45,0,6,3
16/06/2023,Leche Pil 500ml (mini),Lácteos,5.0,72,5,6,5
21/06/2023,Crema Pil 200ml,Derivado,7.72,27,0,6,3
10/06/2023,Leche Pil UHT 1L,Lácteos,7.41,121,0,6,6
04/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.78,49,0,6,7
21/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.15,58,0,6,3
15/06/2023,Yogurt Pil Natural 1L,Derivado,10.07,66,0,6,4
28/06/2023,Leche Pil UHT 1L,Lácteos,7.16,86,0,6,3
04/06/2023,Leche Pil Entera 1L,Lácteos,8.49,112,0,6,7
09/06/2023,Leche Pil Entera 1L,Lácteos,8.55,107,0,6,5
10/06/2023,Crema Pil 200ml,Derivado,7.92,38,0,6,6
17/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.58,103,0,6,6
12/06/2023,Leche Pil Entera 1L,Lácteos,8.57,132,0,6,1
24/06/2023,Leche Condensada Pil 400g,Derivado,10.59,33,0,6,6
20/06/2023,Yogurt Pil Natural 1L,Derivado,9.93,61,5,6,2
01/06/2023,Leche Pil Light 1L,Lácteos,9.06,96,0,6,4
26/06/2023,Leche Pil UHT 1L,Lácteos,7.21,85,0,6,1
15/06/2023,Queso Pil Fresco 300g,Derivado,13.48,22,0,6,4
03/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.75,79,0,6,6
08/06/2023,Leche Pil 500ml (mini),Lácteos,4.84,46,0,6,4
18/06/2023,Mantequilla Pil 200g,Derivado,12.57,29,0,6,7
09/06/2023,Yogurt Pil Fresa 1L,Derivado,10.32,43,0,6,5
11/06/2023,Leche Condensada Pil 400g,Derivado,10.52,29,0,6,7
26/06/2023,Yogurt Pil Natural 1L,Derivado,9.89,43,0,6,1
13/06/2023,Yogurt Pil Fresa 1L,Derivado,9.52,54,0,6,2
17/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.02,66,0,6,6
09/06/2023,Leche Pil Entera 1L,Lácteos,8.62,121,0,6,5
12/06/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.02,47,0,6,1
18/06/2023,Leche Pil Light 1L,Lácteos,8.99,90,0,6,7
13/06/2023,Yogurt Pil Natural 1L,Derivado,9.87,50,5,6,2
03/06/2023,Queso Pil Fresco 300g,Derivado,13.69,56,5,6,6
14/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.32,72,15,6,3
27/06/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.26,40,5,6,2
28/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.38,85,0,6,3
06/06/2023,Leche Pil Entera 1L,Lácteos,8.54,85,0,6,2
30/06/2023,Leche Pil Light 1L,Lácteos,9.29,94,0,6,5
09/06/2023,Leche Condensada Pil 400g,Derivado,11.25,38,0,6,5
28/06/2023,Mantequilla Pil 200g,Derivado,11.62,32,0,6,3
17/06/2023,Yogurt Pil Fresa 1L,Derivado,10.58,48,0,6,6
09/06/2023,Queso Pil Fresco 300g,Derivado,13.89,55,0,6,5
25/06/2023,Leche Pil UHT 1L,Lácteos,7.44,85,0,6,7
08/06/2023,Leche Pil Entera 1L,Lácteos,8.67,127,10,6,4
26/06/2023,Yogurt Pil Natural 1L,Derivado,9.76,39,0,6,1
25/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.39,74,0,6,7
29/06/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.24,52,5,6,4
18/06/2023,Leche Pil Deslactosada 1L,Lácteos,8.96,72,10,6,7
17/06/2023,Yogurt Pil Fresa 1L,Derivado,9.84,67,0,6,6
29/06/2023,Leche Pil UHT 1L,Lácteos,7.58,90,0,6,4
20/06/2023,Mantequilla Pil 200g,Derivado,11.9,26,10,6,2
25/06/2023,Leche Pil 500ml (mini),Lácteos,4.83,51,0,6,7
07/06/2023,Leche Pil Light 1L,Lácteos,8.81,88,0,6,3
24/06/2023,Leche Pil En Polvo 500g,Lácteos,24.19,19,0,6,6
08/06/2023,Leche Pil 500ml (mini),Lácteos,5.18,61,0,6,4
23/06/2023,Mantequilla Pil 200g,Derivado,11.95,34,0,6,5
02/06/2023,Leche Pil Entera 1L,Lácteos,8.32,104,0,6,5
21/06/2023,Leche Pil Light 1L,Lácteos,9.34,75,0,6,3
23/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.6,74,0,6,5
28/06/2023,Yogurt Pil Natural 1L,Derivado,10.27,53,0,6,3
26/06/2023,Queso Pil Fresco 300g,Derivado,14.08,30,0,6,1
09/06/2023,Queso Pil Fresco 300g,Derivado,13.79,52,0,6,5
10/06/2023,Leche Pil Light 1L,Lácteos,8.83,109,0,6,6
19/06/2023,Queso Pil Fresco 300g,Derivado,14.44,39,10,6,1
24/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.68,107,10,6,6
18/06/2023,Leche Pil Entera 1L,Lácteos,8.0,111,5,6,7
03/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.65,96,0,6,6
27/06/2023,Yogurt Pil Natural 1L,Derivado,9.42,60,5,6,2
24/06/2023,Leche Pil Light 1L,Lácteos,9.21,93,0,6,6
17/06/2023,Leche Pil 500ml (mini),Lácteos,5.0,70,0,6,6
23/06/2023,Leche Pil Light 1L,Lácteos,9.07,100,5,6,5
20/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.49,67,0,6,2
26/06/2023,Leche Pil UHT 1L,Lácteos,7.46,93,0,6,1
11/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.82,63,5,6,7
27/06/2023,Leche Pil Entera 1L,Lácteos,8.82,111,10,6,2
17/06/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,10.91,49,0,6,6
04/06/2023,Yogurt Pil Natural 1L,Derivado,10.22,63,0,6,7
28/06/2023,Leche Pil UHT 1L,Lácteos,7.51,89,0,6,3
27/06/2023,Leche Pil Entera 1L,Lácteos,8.49,110,0,6,2
05/06/2023,Leche Pil Entera 1L,Lácteos,8.9,92,0,6,1
07/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.7,73,0,6,3
24/06/2023,Leche Pil UHT 1L,Lácteos,7.26,121,0,6,6
21/06/2023,Leche Condensada Pil 400g,Derivado,10.85,23,0,6,3
17/06/2023,Leche Pil UHT 1L,Lácteos,7.63,112,5,6,6
22/06/2023,Leche Pil 500ml (mini),Lácteos,5.16,72,0,6,4
21/06/2023,Queso Pil Fresco 300g,Derivado,13.72,48,0,6,3
27/06/2023,Leche Pil UHT 1L,Lácteos,7.26,113,10,6,2
22/06/2023,Yogurt Pil Fresa 1L,Derivado,9.94,59,5,6,4
13/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.44,74,0,6,2
15/06/2023,Leche Condensada Pil 400g,Derivado,11.09,23,0,6,4
08/06/2023,Leche Pil Light 1L,Lácteos,8.9,96,0,6,4
19/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.22,65,0,6,1
15/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.4,85,0,6,4
20/06/2023,Leche Pil 500ml (mini),Lácteos,5.03,66,0,6,2
13/06/2023,Leche Pil Entera 1L,Lácteos,8.33,126,0,6,2
01/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.56,73,0,6,4
01/06/2023,Leche Pil UHT 1L,Lácteos,7.33,102,0,6,4
17/06/2023,Yogurt Pil Fresa 1L,Derivado,10.07,67,0,6,6
14/06/2023,Leche Pil UHT 1L,Lácteos,7.5,121,0,6,3
24/06/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.34,57,5,6,6
01/06/2023,Leche Pil Light 1L,Lácteos,9.12,93,10,6,4
21/06/2023,Leche Pil Light 1L,Lácteos,9.42,79,0,6,3
16/06/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.64,46,0,6,5
17/06/2023,Leche Condensada Pil 400g,Derivado,11.1,23,0,6,6
02/06/2023,Leche Pil Entera 1L,Lácteos,8.03,117,0,6,5
10/06/2023,Leche Pil Entera 1L,Lácteos,8.26,127,0,6,6
19/06/2023,Leche Pil Entera 1L,Lácteos,8.6,112,0,6,1
19/06/2023,Yogurt Pil Natural 1L,Derivado,10.18,65,10,6,1
02/06/2023,Leche Pil Deslactosada 1L,Lácteos,8.91,93,0,6,5
07/06/2023,Yogurt Pil Fresa 1L,Derivado,10.01,44,0,6,3
07/06/2023,Leche Pil Entera 1L,Lácteos,8.36,106,0,6,3
06/06/2023,Queso Pil Fresco 300g,Derivado,13.25,37,0,6,2
24/06/2023,Leche Pil UHT 1L,Lácteos,7.51,84,0,6,6
24/06/2023,Leche Pil En Polvo 500g,Lácteos,24.66,14,0,6,6
22/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.45,68,0,6,4
28/06/2023,Queso Pil Fresco 300g,Derivado,14.68,32,0,6,3
26/06/2023,Yogurt Pil Natural 1L,Derivado,9.41,69,10,6,1
13/06/2023,Leche Pil Entera 1L,Lácteos,8.16,133,10,6,2
07/06/2023,Queso Pil Fresco 300g,Derivado,14.26,43,0,6,3
04/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.56,69,0,6,7
06/06/2023,Leche Pil Deslactosada 1L,Lácteos,9.84,51,0,6,2
26/06/2023,Yogurt Pil Natural 1L,Derivado,10.22,48,0,6,1
29/06/2023,Yogurt Bebible Pil 200ml,Derivado,4.63,58,0,6,4
22/06/2023,Leche Pil 500ml (mini),Lácteos,4.96,58,0,6,4
25/06/2023,Leche Pil UHT 1L,Lácteos,7.81,90,0,6,7
